Nom de la gare,Code UIC complet,Code postal,Segmentation DRG 2021,Total Voyageurs 2020,Total Voyageurs + Non voyageurs 2020,Total Voyageurs 2019,Total Voyageurs + Non voyageurs 2019,Total Voyageurs 2018,Total Voyageurs + Non voyageurs 2018,Total Voyageurs 2017,Total Voyageurs + Non voyageurs 2017,Total Voyageurs 2016,Total Voyageurs + Non voyageurs 2016,Total Voyageurs 2015,Total Voyageurs + Non voyageurs 2015
Dourges,87345165,62119,B,152051,190064,255384,319230,247741,309676,255066,318832,240705,300881,251402,314252
Dreux,87393488,28100,B,919445,1149307,1606493,2008116,1471100,1838875,1633846,2042308,1660359,2075449,1788844,2236055
Duppigheim,87214536,67120,B,72738,90922,111178,138972,113985,142482,114495,143119,116104,145130,111309,139137
Écouen - Ézanville,87276394,95440,B,1028707,1028707,1881227,1881227,1943954,1943954,1983810,1983810,1939326,1939326,1886129,1886129
Égly,87545475,91520,B,279760,279760,511516,511516,507089,507089,507106,507106,495986,495986,483439,483439
Einvaux,87141200,54360,C,3416,3416,5387,5387,5113,5113,5343,5343,6779,6779,8766,8766
Émerainville - Pontault-Combault,87116046,77340,B,2596996,2596996,4748348,4748348,4801461,4801461,4898268,4898268,4892074,4892074,4864507,4864507
Enghien-les-Bains,87276022,95880,B,4138595,4138595,7568159,7568159,7711048,7711048,7760343,7760343,7684943,7684943,7574604,7574604
Épernay,87171553,51200,B,479008,598760,781974,977468,702727,878409,772462,965577,736596,920745,779960,974950
Epfig,87214221,67680,C,21334,21334,26024,26024,22409,22409,24355,24355,26404,26404,30750,30750
Épierre - Saint-Léger,87741280,73220,C,24628,24628,30020,30020,29200,29200,32609,32609,28939,28939,30275,30275
Erdre-Active,87590356,44240,C,27016,27016,41140,41140,33668,33668,31751,31751,23906,23906,20552,20552
Err,87784843,66800,C,697,697,515,515,306,306,342,342,327,327,285,285
Esbly,87116327,77450,B,1279094,1279094,2338728,2338728,2311341,2311341,2296992,2296992,2236234,2236234,2166527,2166527
Esches,87272096,60110,C,32345,32345,44886,44886,42395,42395,44624,44624,38543,38543,32991,32991
Estavar,87784827,66800,C,138,138,181,181,228,228,96,96,77,77,82,82
Estrées-Saint-Denis,87313387,60190,C,35533,35533,49403,49403,43288,43288,45439,45439,45473,45473,46836,46836
Esvres sur Indre,87571422,37320,C,17079,17079,25371,25371,28381,28381,24786,24786,22696,22696,21833,21833
Étival-Clairefontaine,87144642,88480,C,35050,35050,55177,55177,53701,53701,58476,58476,54882,54882,57310,57310
Étréchy,87545145,91580,B,377874,377874,690936,690936,715653,715653,746860,746860,762887,762887,775908,775908
Eu,87317537,76260,C,21903,21903,19477,19477,23158,23158,31177,31177,32507,32507,37137,37137
Évron,87478552,53600,B,93350,116687,162097,202621,181310,226638,192127,240159,187563,234454,181167,226459
Eymoutiers Vassivière,87592121,87120,C,34711,34711,44042,44042,34357,34357,39685,39685,38791,38791,39292,39292
Farébersviller,87193516,57450,C,930,930,2505,2505,2646,2646,3296,3296,3169,3169,3275,3275
Farschviller,87193524,57450,C,18309,18309,19952,19952,22125,22125,21467,21467,20970,20970,21087,21087
Faubourg d'Orléans,87576173,41200,B,133709,167137,121436,151795,113984,142480,120806,151007,131611,164514,122855,153569
Fegersheim - Lipsheim,87212266,67640,B,91314,114143,138794,173492,128758,160948,141076,176345,172602,215753,163744,204680
Felletin,87597849,23500,C,281,281,3208,3208,2634,2634,4007,4007,4390,4390,5673,5673
Feuquerolles,87316752,80190,C,0,0,10,10,238,238,397,397,547,547,574,574
Fleurieux-sur-l'Arbresle,87721563,69210,B,87204,87204,135482,135482,121917,121917,115642,115642,93970,93970,86131,86131
Folligny,87447649,50320,C,2163,2163,4046,4046,8596,8596,12712,12712,12051,12051,15101,15101
Fons - Saint-Mamert,87775379,30730,C,11709,11709,23178,23178,19029,19029,18184,18184,15647,15647,12214,12214
Fors,87485326,79230,C,27613,27613,28194,28194,31508,31508,32571,32571,29733,29733,28785,28785
Fougeré,87486316,85480,C,1890,1890,2420,2420,2123,2123,1590,1590,2389,2389,3164,3164
Fouquereuil,87342204,62232,C,1055,1055,1632,1632,1099,1099,1065,1065,2086,2086,2236,2236
Fourmies,87295048,59610,B,116402,145503,187071,233839,175997,219996,188906,236132,186154,232693,202884,253606
Freistroff,87191395,57320,C,1494,1494,2436,2436,2861,2861,2171,2171,2051,2051,2334,2334
Fréjus - Saint-Raphael Autotrain,87757518,83700,C,30,30,7,7,32,32,51,51,95,95,4175,4175
Fretin,87286641,59273,C,53815,53815,92078,92078,85673,85673,95226,95226,84236,84236,87880,87880
Froncles,87142240,52320,C,37461,37461,36457,36457,33271,33271,34600,34600,32376,32376,33672,33672
Fumay,87172098,8170,C,53838,53838,69508,69508,74360,74360,90982,90982,97296,97296,95133,95133
Gallieni Cancéropôle,87497461,31000,C,35229,35229,56259,56259,57969,57969,61229,61229,53400,53400,54091,54091
Gan,87672618,64290,C,2628,2628,3853,3853,2131,2131,2428,2428,2614,2614,2578,2578
Gannat,87732404,3800,C,56161,56161,91313,91313,81266,81266,92707,92707,87973,87973,92353,92353
Garges - Sarcelles,87276196,95140,B,9809827,9809827,17937343,17937343,17968213,17968213,17941453,17941453,17577233,17577233,17191818,17191818
Gauriaguet,87491225,33240,C,39013,39013,41321,41321,31528,31528,31982,31982,25723,25723,24319,24319
Génelard,87694653,71420,C,10405,10405,13655,13655,9809,9809,10541,10541,8517,8517,7554,7554
Gennevilliers,87271205,92230,B,1107599,1107599,2025274,2025274,2090962,2090962,2169888,2169888,2207587,2207587,2234373,2234373
Gerzat,87734046,63360,C,20688,20688,27140,27140,23326,23326,28307,28307,29640,29640,29522,29522
Gorges,87481432,44190,C,37904,37904,87678,87678,103820,103820,101521,101521,77112,77112,29896,29896
Gourland,87473801,22200,C,1651,1651,865,865,2325,2325,1077,1077,382,382,1608,1608
Granville,87447680,50400,B,183469,229336,263943,329929,209162,261452,216105,270131,212199,265248,197782,247228
Gros Noyer Saint-Prix,87276592,95120,B,940853,940853,1720304,1720304,1747157,1747157,1739184,1739184,1713626,1713626,1680959,1680959
Groslay,87276360,95410,B,865891,865891,1583612,1583612,1612611,1612611,1621062,1621062,1599215,1599215,1569486,1569486
Guéret,87597609,23000,C,41808,41808,79157,79157,75117,75117,87870,87870,81869,81869,83399,83399
Guéthary,87673459,64210,C,20561,20561,27590,27590,18887,18887,21347,21347,18830,18830,18061,18061
Guichen - Bourg-des-Comptes,87471151,35580,B,111583,139479,169836,212295,138612,173265,131237,164047,127139,158923,127138,158923
Guillerval,87545129,91690,C,11258,11258,20584,20584,20628,20628,20966,20966,18296,18296,18006,18006
Guimiliau,87474296,29400,C,807,807,2254,2254,3293,3293,3890,3890,4227,4227,5911,5911
Haluchère Batignolles,87590331,44000,C,68259,68259,116440,116440,97512,97512,92615,92615,94348,94348,88181,88181
Haubourdin,87286096,59320,C,40675,40675,61310,61310,56343,56343,71492,71492,66311,66311,66832,66832
Hayange,87191239,57700,C,5225,5225,8356,8356,7423,7423,9871,9871,17611,17611,28498,28498
Hazebrouck,87286302,59190,B,1218094,1522617,1747596,2184495,1619445,2024306,1723580,2154475,1644597,2055746,1686138,2107672
Heiligenberg - Mollkirch,87214627,67190,C,17456,17456,26388,26388,24619,24619,25236,25236,26880,26880,26619,26619
Hendaye,87677005,64700,B,194632,324387,373730,622884,322527,537546,360887,601479,340084,566808,399124,665206
Herny,87193383,57580,C,5431,5431,8999,8999,8589,8589,10210,10210,11525,11525,12662,12662
Hesdin,87317222,62140,C,4175,4175,6425,6425,6792,6792,36154,36154,54288,54288,62376,62376
Hirson,87295063,2500,B,70357,87947,103873,129841,102033,127542,114781,143476,114927,143659,130709,163386
Houdan,87393462,78550,B,434862,434862,809939,809939,878035,878035,959657,959657,996756,996756,1026284,1026284
Hyères,87755629,83400,B,340343,425428,495096,618870,454827,568534,500037,625047,397577,496971,231025,288782
Igney - Avricourt,87215103,54450,C,14494,14494,21350,21350,21470,21470,21906,21906,22803,22803,21727,21727
Imphy,87696450,58160,C,23676,23676,44593,44593,38022,38022,41014,41014,34098,34098,39324,39324
Ingwiller,87213785,67340,B,158851,198564,206320,257900,223733,279666,229656,287070,223643,279553,223294,279117
Issoudun,87597062,36100,B,120150,150188,180515,225644,163340,204175,175512,219390,169093,211367,169757,212196
Iteuil,87577403,86240,C,7509,7509,10228,10228,8885,8885,8493,8493,9533,9533,9591,9591
Itxassou,87673665,64250,C,10,10,255,255,135,135,75,75,39,39,21,21
Jatxou,87673632,64480,C,0,0,20,20,5,5,9,9,20,20,13,13
Joinville,87175091,52300,C,39873,39873,57765,57765,53597,53597,61577,61577,63789,63789,68019,68019
Jonchery-sur-Vesle,87171314,51140,C,81555,101944,76262,95327,77268,96586,91780,114725,96554,120693,103105,128882
Kalhausen,87193664,57412,C,7484,7484,10784,10784,12902,12902,12170,12170,12860,12860,13738,13738
Ker Lann,87159947,35170,C,47823,47823,71306,71306,59354,59354,60933,60933,61896,61896,63675,63675
Krimmeri Meinau,87338525,67100,B,119333,149166,165140,206425,167726,209658,171593,214492,161618,202022,150980,188725
La Bastide - Saint-Laurent-les-Bains,87775171,48250,C,13692,13692,23374,23374,24742,24742,26453,26453,31174,31174,35358,35358
La Bohalle,87487843,49800,C,16229,16229,27951,27951,24016,24016,23632,23632,24580,24580,23516,23516
La Brigue,87756874,6430,C,2044,2044,3758,3758,2694,2694,3516,3516,2757,2757,3035,3035
La Chapelle-Saint-Mesmin,87543371,45380,C,5215,5215,12272,12272,8556,8556,8066,8066,7211,7211,6525,6525
La Chapelle-sur-Erdre,87481564,44240,C,18377,18377,31155,31155,25404,25404,24352,24352,24850,24850,20869,20869
La Crèche,87485474,79260,C,15336,15336,19339,19339,12109,12109,12038,12038,11074,11074,13394,13394
La Croix de Méan,87481689,44600,C,2737,2737,3399,3399,1643,1643,1996,1996,2802,2802,3800,3800
La Douzillère,87009696,37300,C,7664,7664,10886,10886,11104,11104,11507,11507,13502,13502,17749,17749
La Ferté-Imbault,87576082,41300,C,11851,11851,12963,12963,11904,11904,11562,11562,13175,13175,13084,13084
La Ferté-Milon,87116673,2460,C,72807,72807,128417,128417,119892,119892,118228,118228,120942,120942,123281,123281
La Fontaine,87286427,59136,C,1408,1408,4540,4540,3634,3634,4687,4687,5429,5429,4910,4910
La Forest-Landerneau,87474221,29800,C,70874,70874,73450,73450,70970,70970,72161,72161,65538,65538,61896,61896
La Garenne-Colombes,87386003,92250,B,2241473,2241473,4101287,4101287,4106443,4106443,4128855,4128855,4073202,4073202,3995177,3995177
La Gouesnière - Cancale - Saint-Méloir-des-Ondes,87478099,35350,C,34881,34881,49866,49866,40271,40271,31673,31673,25953,25953,26543,26543
La Jonchère-Saint-Maurice,87592337,87340,C,14282,14282,12096,12096,12394,12394,13285,13285,13579,13579,13240,13240
La Madeleine,87286187,59110,C,8254,8254,9570,9570,8509,8509,10248,10248,10580,10580,11508,11508
La Marche,87691394,58400,C,2403,2403,1283,1283,413,413,114,114,114,114,505,505
La Membrolle-sur-Choisille,87571513,37390,C,591,591,1498,1498,1822,1822,1468,1468,1766,1766,1699,1699
La Ménitré,87487884,49250,B,77182,96478,134163,167703,133806,167257,142655,178319,135524,169405,130655,163319
La Norville - Saint-Germain-lès-Arpajon,87545459,91290,B,341290,341290,624015,624015,627405,627405,636395,636395,631898,631898,624240,624240
La Poterie,87334508,35500,C,45583,45583,33400,33400,31844,31844,43870,43870,38781,38781,33870,33870
La Redonne Ensuès,87753574,13820,C,28337,28337,46278,46278,41776,41776,46974,46974,40809,40809,47873,47873
La Rochefoucauld,87583427,16110,C,1,1,1427,1427,3766,3766,11004,11004,16401,16401,20238,20238
La Roche-sur-Foron,87746305,74800,B,245508,306885,371253,464066,344195,430243,380270,475338,372662,465827,374750,468437
La Taye,87394403,28110,C,8999,8999,10950,10950,11314,11314,13316,13316,13412,13412,13670,13670
La Tour-du-Pin,87723478,38110,B,592483,740604,894864,1118580,844473,1055591,862522,1078152,847323,1059154,820231,1025289
La Valbonne,87723577,1360,B,128045,160056,201648,252060,180282,225353,195194,243993,183082,228853,187822,234778
Labarthe-Inard,87611129,31800,C,230,230,149,149,230,230,926,926,1310,1310,962,962
Labège Village,87612028,31670,C,8161,8161,11329,11329,9169,9169,11923,11923,13774,13774,18291,18291
Lacelle,87592147,19170,C,870,870,1118,1118,918,918,1212,1212,777,777,854,854
Laifour,87172072,8800,C,12463,12463,13098,13098,13466,13466,13866,13866,14169,14169,15579,15579
Laissac,87783761,12310,C,504,504,1477,1477,1688,1688,2033,2033,1588,1588,1612,1612
Laissey,87718437,25820,C,15728,15728,16678,16678,13102,13102,14954,14954,13604,13604,12249,12249
Lamanon,87753731,13113,C,22952,22952,39147,39147,30637,30637,31118,31118,26519,26519,24474,24474
Landrecies,87295642,59550,C,11742,11742,20066,20066,17320,17320,18718,18718,18121,18121,18448,18448
Lantenay,87712323,21370,C,11780,11780,13643,13643,13520,13520,14142,14142,13492,13492,14812,14812
Laqueuille,87641274,63760,,4694,4694,5991,5991,4582,4582,5552,5552,6937,6937,7770,7770
Larche,87594424,19600,C,13,13,44,44,16,16,109,109,67,67,280,280
Lardenne,87611939,31000,C,10484,10484,11783,11783,14783,14783,17190,17190,16736,16736,17025,17025
Lauterbourg,87212464,67630,C,15414,15414,25742,25742,21638,21638,24950,24950,22610,22610,23136,23136
Laval-de-Cère,87594796,46130,C,338,338,412,412,584,584,533,533,576,576,627,627
Laveline-devant-Bruyères,87144162,88600,C,3175,3175,5376,5376,11298,11298,14006,14006,13068,13068,10706,10706
Lavilletertre,87381202,60240,C,8309,8309,11988,11988,13502,13502,16843,16843,19806,19806,20267,20267
Le Breuil-sur-Couze,87734228,63340,C,24702,24702,28746,28746,20625,20625,23247,23247,21098,21098,20173,20173
Le Buisson-de-Cadouin,87595751,24480,C,23717,23717,36727,36727,43165,43165,49851,49851,47744,47744,52212,52212
Le Chambon-Feugerolles,87726711,42500,C,16223,16223,34013,34013,28741,28741,32783,32783,27640,27640,33520,33520
Le Coudray-Montceaux,87681635,91830,C,47794,47794,87387,87387,89144,89144,91802,91802,92545,92545,93102,93102
Le Creusot - Montceau-les-Mines - Montchanin TGV,87694109,71210,A,393139,491424,691000,863750,688741,860926,732662,915827,723396,904245,750269,937836
Le Grand Jardin,87444323,14190,C,15895,15895,29111,29111,27263,27263,30546,30546,23684,23684,23324,23324
Le Luc - Le Cannet,87755405,83340,C,33909,33909,47512,47512,37872,37872,43411,43411,42798,42798,38783,38783
Le Mans,87396002,72000,A,2781897,4279841,4945609,7608629,4916622,7564034,5314986,8176901,5143229,7912660,5282858,8127475
Le Perray-en-Yvelines,87393298,78610,B,391241,391241,715156,715156,733118,733118,754939,754939,761212,761212,764750,764750
Le Quesnoy,87295857,59530,B,304744,380930,424490,530612,393995,492494,396415,495518,371186,463982,406807,508509
Le Teil,87764472,7400,,3311,3311,8047,8047,4794,4794,1967,1967,4536,4536,9167,9167
Le Thor,87765453,84250,C,23166,23166,39760,39760,38304,38304,44403,44403,42567,42567,49717,49717
Le Trayas,87757575,83700,C,6186,6186,7145,7145,3821,3821,4583,4583,5471,5471,6564,6564
Lépanges,87144048,88600,C,570,570,1703,1703,3741,3741,4271,4271,4202,4202,5395,5395
Les Aubrais,87543017,45400,A,888807,1111009,1592924,1991155,1585092,1981365,1666961,2083701,1620529,2025662,1694525,2118157
Les Boullereaux Champigny,87113779,94500,B,1547173,1547173,2828851,2828851,2834780,2834780,2831014,2831014,2779423,2779423,2717615,2717615
Les Cabrils,87781559,34233,C,144,144,221,221,110,110,107,107,75,75,92,92
Les Coquetiers,87113845,93250,B,574067,574067,1049625,1049625,1064397,1064397,1072490,1072490,1063744,1063744,1050903,1050903
Les Échets,87723718,1700,B,83453,104316,160821,201026,146987,183734,162984,203731,149484,186855,142775,178469
Les Essarts-le-Roi,87393280,78690,B,432112,432112,789251,789251,820436,820436,856897,856897,879511,879511,896622,896622
Les Houches,87746743,74310,C,14700,14700,19061,19061,19264,19264,22584,22584,22390,22390,19240,19240
Les Moussoux,87746818,74400,C,1547,1547,3100,3100,3009,3009,2507,2507,2371,2371,2264,2264
Les Ormes,87575118,86220,C,2261,2261,2882,2882,2501,2501,2828,2828,2355,2355,3146,3146
Les Pélerins,87746776,74400,C,3262,3262,3969,3969,4505,4505,7626,7626,6921,6921,3717,3717
Les Quatre Roues,87576181,41200,C,276,276,309,309,36,36,76,76,594,594,2303,2303
Les Saules,87546226,94310,B,682114,682114,1247139,1247139,1281314,1281314,1318722,1318722,1333471,1333471,1345018,1345018
L'Escarène,87756809,6440,C,17737,17737,36730,36730,31953,31953,33789,33789,24023,24023,21104,21104
Lesquin,87286849,59810,B,102760,128450,181001,226251,167601,209501,187268,234085,173908,217385,175318,219147
L'Hermitage - Mordelles,87471060,35590,C,30059,30059,45614,45614,38393,38393,39823,39823,41127,41127,41392,41392
L'Hôpital-du-Grosbois,87718528,25620,C,18707,18707,20152,20152,16125,16125,17964,17964,17010,17010,17095,17095
Liévin,87345041,62800,C,33409,33409,52898,52898,47261,47261,46384,46384,36854,36854,37700,37700
Ligugé,87575274,86240,C,8284,8284,9088,9088,6316,6316,5552,5552,4968,4968,5478,5478
Lille Flandres,87286005,59000,A,13906563,20154439,21809569,31608072,19284090,27947956,19793630,28686420,18418490,26693464,18780587,27218242
Limay,87381582,78520,B,367452,367452,671707,671707,630158,630158,592489,592489,544316,544316,532193,532193
Limersheim,87212274,67150,C,65038,65038,100755,100755,95107,95107,88136,88136,82384,82384,86933,86933
Lisieux,87444265,14100,A,662324,827905,1152606,1440757,1070435,1338043,1154817,1443522,1105959,1382449,1134152,1417690
Longages - Noé,87611053,31410,B,77042,96302,102160,127700,85589,106986,105821,132277,99801,124752,103280,129100
Longueau,87313049,80330,B,285493,356867,475674,594592,439365,549207,460088,575110,446487,558108,468219,585274
Lorient Bretagne Sud,87476002,56100,A,962917,1356222,1390474,1958414,1222341,1721608,1243102,1750848,1165951,1642185,1184731,1668636
Lorraine TGV,87142109,57420,A,258584,430973,601834,1003056,583523,972539,683277,1138795,616699,1027831,647339,1078899
Loulay,87491290,17330,C,1553,1553,2337,2337,1071,1071,613,613,1245,1245,984,984
Louverné,87478511,53950,C,100,100,158,158,968,968,1006,1006,1001,1001,1609,1609
Lunel,87773408,34400,B,386217,482771,513854,642318,629093,786366,794211,992764,779273,974091,773282,966603
Lurbe-Saint-Christau,87672741,64660,C,1443,1443,2048,2048,1201,1201,1854,1854,851,851,0,0
Lusignan,87485540,86600,C,31615,31615,51159,51159,42193,42193,45138,45138,42441,42441,44928,44928
Lyon Part Dieu,87723197,69003,A,19541666,31018519,32587523,51726227,32555240,51674984,34874317,55356060,32525629,51627982,32411748,51447219
Macau,87581199,33460,C,34157,34157,55197,55197,44811,44811,36127,36127,27088,27088,36058,36058
Magalas,87781666,34480,C,3285,3285,3518,3518,3982,3982,3561,3561,2268,2268,2018,2018
Malansac,87476689,56220,C,30972,30972,37905,37905,31400,31400,28905,28905,26645,26645,26583,26583
Malling,87191627,57480,C,9,9,30,30,11,11,8,8,13,13,42,42
Marchezais - Broué,87393470,28410,B,115870,144837,204645,255807,207254,259068,231517,289396,245220,306526,291724,364655
