Nom de la gare,2020,2019,2018,2017,2016,2015
tang-sur-Arroux,76286,76539,67299,72528,71592,81646
triché - Châteauneuf,20760,50986,61562,57633,55988,57751
vian-les-Bains,116019,171310,153441,184932,173811,187774
vry Val de Seine,499987,914295,952220,996434,1020954,1045105
vry-Courcouronnes,6157562,11258509,11133073,11022956,10724567,10369452
Exideuil,0,0,0,79,288,834
Faulquemont,116301,194382,178904,191196,177317,181472
Fécamp,107655,162037,136324,134107,83873,95219
Fépin,4484,3555,4150,5477,7131,7440
Feuquières - Fressenneville,1392,6453,9990,15591,15714,19122
Forbach,204729,347579,327366,369799,340553,365895
Fourchambault,14195,16850,14058,17433,18144,19230
Francheville,57723,79040,72127,73019,62738,58285
Fresnoy-le-Grand,14289,22961,19992,23812,22091,17913
Frontignan,223824,294107,280570,338991,325249,321072
Fronville,1289,1526,630,287,587,661
Futuroscope,74475,153691,134012,178385,176508,163611
Garancières - La Queue,179212,328859,326533,330655,325044,321234
Garches - Marnes-la-Coquette,1034529,1891700,1835968,1791195,1713919,1797137
Gardanne,194015,366421,414788,561982,524454,517026
Gestel,5461,8441,5997,6297,8476,7922
Gien,82044,127799,116103,124340,116963,127974
Gilley,13290,21293,16559,16797,13031,21001
Glos - Montfort,0,830,1253,772,1213,1769
Grand Bourg,165376,302375,336778,376379,412191,450127
Gravelines,26881,48190,28939,27184,24117,20857
Grenoble,4781532,7796571,7057612,7674268,7237980,7549493
Gretz-Armainvilliers,482211,881676,904863,930677,938758,943338
Grigny Centre,4075590,7451784,7262293,7046881,6723757,6395274
Grigny le Sablon,70641,92875,71224,71350,61896,60721
Grisolles,76876,88875,76716,94720,93638,92928
Groisy - Thorens-Glières,67698,76660,68730,77445,67629,63268
Gundershoffen,72612,79706,64665,64765,72360,75320
Hangest-sur-Somme,32903,43635,39230,39105,37668,42167
Harfleur Halte,2055,3788,3871,4858,4973,4463
Hasenrain,0,0,0,566,395,378
Hatrize,286,1580,1705,1279,652,1601
Heilly,4490,5151,3945,4278,4628,4917
Herchies,2344,2949,5298,7492,6313,5587
Herrlisheim,117805,171268,154932,155461,152118,158057
Hettange-Grande,308253,472838,459855,532946,551410,524189
Hoenheim Tram,55669,75183,75157,72582,70820,74593
Houlgate,8614,15283,12321,14587,14006,14511
Hundling,36599,38274,34386,34555,35070,37398
Illfurth,49498,78865,72961,61441,52591,52073
Ingrandes sur Vienne,4722,6006,5013,4789,4683,3017
Invalides,6073454,11104701,11541909,11941725,12138735,12310511
Isbergues,104530,175520,166535,180402,176030,196134
Issou - Porcheville,115670,211354,208966,208585,204045,201878
Iwuy,5446,7181,5870,6973,6520,7871
Janzé,138538,160500,159868,164231,245238,294176
Jarrie - Vizille,9411,17869,12850,15895,16778,29168
Jarville-la-Malgrange,30636,41635,32184,30080,27277,25777
Jassonneix,496,960,650,971,651,17
Juf,26881,37612,30885,37144,34647,35302
Joigny,231567,348835,326242,358640,326556,340390
Joncet,54,111,29,49,33,29
Jouy,76843,95286,96491,110449,116412,118183
Kerhuon,35965,47127,36793,38626,39221,38793
Keskastel,47041,33261,34433,43443,46026,48090
Koenigsmacker,760,1359,860,994,1470,1585
Kruth,18542,26336,24164,25830,25601,25185
La Bachellerie,165,935,668,706,1061,957
La Barasse,7390,10851,8554,7963,5171,4047
La Baule-Escoublac,312631,468461,430546,456863,428078,401904
La Cave,4,8,5,22,20,330
La Chaize-le-Vicomte,557,3890,4720,3762,3177,4219
La Chapelle - Aulnay,14849,21028,17143,15547,13054,12746
La Chaumusse - Fort-du-Plasne,1747,845,1863,3669,3918,3331
La Courneuve - Aubervilliers,7940110,14517022,14288840,14019873,13519983,13002415
La Couronne Carro,12542,25227,21672,30708,31843,34769
La Faloise,7969,8722,8237,8856,9104,9207
La Fère,94403,102354,104921,127578,134598,135172
La Ferté-Saint-Aubin,100161,148325,139251,146434,139351,137115
La Fouillouse,5484,9693,6627,7385,5073,7065
La Frayère,45627,84814,58456,28316,57061,54379
La Garde,86086,133493,108379,119992,97886,72684
La Grand-Combe,14586,18485,19328,24853,24681,19051
La Haie-Fouassière,87906,153534,156587,152935,123439,89051
La Jarrie,13853,18035,9346,6372,119,0
La Joux,217,330,370,202,239,322
La Meyze,1776,2759,2753,2819,2226,2861
La Pomme,8093,8213,5903,7603,5644,4165
La Rivière-Drugeon,26061,24754,23125,23565,18742,17667
La Roche-Maurice,9792,14028,13113,13963,13568,10990
La Ville-Dieu-du-Temple,11941,11468,9992,10242,9073,11127
La Wantzenau,24431,48018,39613,40097,51688,49467
Labège Innopole,133473,192154,144726,174725,149503,172479
Labergement-Sainte-Marie,5664,8043,7977,9101,11347,8873
Labruguière,4084,7055,5795,7676,7179,8753
Lacourtensourt,34168,42915,30550,30941,29161,32813
Lagny - Thorigny,2089458,3821213,3784219,3760262,3668740,3561964
Lamagistère,14791,16800,18339,23252,21427,20983
Lamarche,456,505,242,530,1020,1019
Lamonzie-Saint-Martin,300,750,601,646,1289,1321
Landerneau,444597,636579,567152,584995,589344,595751
Landévant,34646,49467,40947,42063,41967,40203
Landivisiau,113857,151351,128925,125142,124252,132611
Landry,25802,36159,35932,36903,36051,34715
Laneuveville-devant-Nancy,6555,10282,9556,8653,8719,9548
Langeac,15948,25507,20721,26246,22834,23675
Lannemezan,53489,67169,73290,95005,91450,105410
L'Arbresle,490113,760308,729455,780602,729369,735649
Lardy,232537,425172,432949,444831,446652,447043
L'Argentière Les crins,29970,45379,40298,48578,51154,53159
Laroque-Timbaut,178,314,337,771,636,491
Laval,830231,1381878,1340455,1318250,1250032,1248381
Lavaufranche,251,518,421,394,294,301
Lavaur,98271,137284,121098,149360,138951,154669
Le Bosquet,52529,85092,52143,6957,43474,50071
Le Buet,1890,2074,1642,1418,1404,1377
Le Burg,275,217,412,465,243,517
Le Cellier,34534,53036,44667,41617,33439,33316
Le Coteau,53349,84195,77133,94117,97436,111711
Le Dramont,9735,11865,6563,4854,6532,6413
Le Haut Banc,2705,4388,4759,6494,6223,6543
Le Havre,1170571,1846292,1651915,1742027,1621008,1749706
Le Lioran,6284,16717,22312,23083,29538,25580
Le Pallet,141363,209169,183384,184442,160224,147182
Le Péage-de-Roussillon,578999,865926,799488,837606,786001,792485
Le Pont-de-Beauvoisin,89022,143917,165824,205169,183423,208662
Le Pont-de-Claix,4685,9383,5805,8034,8184,12466
Le Puy-en-Velay,167756,272218,232241,206755,238506,251698
Le Teich,186120,260169,214704,207080,189804,194788
Le Vert de Maisons,1675026,3062538,3158156,3254355,3293224,3318507
Le Vieux Briollay,16718,22877,20784,21836,19947,20489
Lentilly,219037,333709,313126,316728,272949,264332
Les Arcs - Draguignan,535660,819195,744501,871500,803328,795535
Les Bardys,929,1653,4371,5833,4974,5023
Les Bons Pères,1569,1919,1004,1068,787,1070
Les Cauquillous,7693,13579,9895,14838,15190,16376
Les Clairières de Verneuil,205506,375772,385612,398401,402805,405538
Les glisottes-et-Chalaures,18059,21979,17957,15364,14905,12777
Les Mais,476,840,423,597,314,280
Les Perrières,487,1831,746,579,1070,1717
Les Rosiers-sur-Loire,41186,60806,53053,51409,48540,52118
Les Tines,2133,2759,2767,2270,2590,2415
Les Trillers,723,1024,673,797,718,2143
Les Vallées,2342371,4283672,4280459,4265730,4185281,4079450
Les Yvris Noisy-le-Grand,510705,933786,926641,929718,912202,889783
Lieusaint - Moissy,3206507,5862953,5887369,5928369,5859154,5757090
Lille Europe,3303176,7754675,7696028,8314520,7780562,7846574
Lille Porte de Douai,19925,31099,27727,23505,21321,19537
L'Isle-Jourdain,206838,265668,229200,278963,262224,262164
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,90311,153294,140170,167058,158846,165896
L'Isthme,992,2014,315,563,1762,2352
Logelbach,22194,36187,32443,31769,31194,36040
Longecourt-en-Plaine,2912,4425,5133,7745,6576,6444
Longpont,111,114,124,149,108,177
Longpré-les-Corps-Saints,95828,140421,140244,155214,148203,147432
Longueil-Annel,13925,22887,22726,23440,21085,18279
Longueil-Sainte-Marie,24630,40050,36959,45314,46988,43509
Longwy,309513,552768,540474,564920,524023,506845
Loreux,4520,4223,4323,4640,4508,4652
Loriol-sur-Drôme,39667,62121,45255,51460,47475,55570
Louhossoa,390,498,498,498,493,484
Ludres,14306,22919,17438,16244,15686,15639
Lumes,16421,15942,17542,21534,20465,20192
Lunéville,651634,937483,898730,918474,877566,923786
Lussac-les-Châteaux,17096,22309,19520,26226,26702,24970
Lutzelbourg,50185,73763,68739,62679,57524,59662
Luxé,18100,23325,21635,27468,24996,22633
Luxeuil-les-Bains,19999,19251,21188,25898,28143,29914
Machilly,28442,22807,17101,22105,18531,17134
Mandelieu-la-Napoule,67170,121386,100620,140646,119908,133909
Manosque - Gréoux-les-Bains,44366,90904,110502,137799,126035,131216
Mantes Station,482261,883928,899086,921694,922332,921561
Marans,376,843,576,1412,1995,1423
Marbache,15271,19855,17978,15930,14137,16503
Marignac - Saint-Béat,1574,2090,1606,2728,3911,4007
Marmagne,4351,6292,5714,6942,7274,6778
Maroeuil,9351,14208,13588,20374,21672,22069
Maromme,68052,99415,92979,95966,89439,108387
Marseillan Plage,8269,10913,9131,8290,6885,7208
Marseille-en-Beauvaisis,27336,28586,30307,34135,34684,34494
Massy - Palaiseau,2446441,4478681,4509521,4592605,4554175,4508499
Maubeuge,337479,527684,477615,481661,431890,475237
Maurs,3962,7724,11296,12471,11859,12099
Mazingarbe,480,1088,1386,1009,1605,1373
Mennessis,6485,6698,8141,8656,8732,10404
Mérignac Arlac,64264,141346,108444,89808,76646,83656
Méru,585310,868888,804890,897366,857444,803770
Meuse TGV,142401,235255,239313,245250,215538,202506
Meximieux - Pérouges,460159,719403,681491,714130,675399,679778
Millau,30177,40223,50825,70869,71789,80605
Molinges,604,611,934,1968,2072,1452
Monestier-de-Clermont,16152,27898,23908,31707,29181,29440
Monnaie,18587,29171,32319,31161,29767,28395
Monnerville,13925,25461,24487,23991,22958,21882
Montastruc-la-Conseillère,131202,140752,117848,131516,112518,108290
Montbarrey,343,811,284,325,517,561
Montbrison,84454,148530,136654,157039,136029,160660
Mont-Dauphin - Guillestre,51656,77673,70515,81597,83671,85980
Monte-Carlo Country Club,88,340,5592,13295,11709,11956
Montereau,1683227,3077612,3026973,2986171,2886952,2782996
Montluçon Rimard,7320,7283,10941,13749,11342,8532
Montluel,326450,509568,454540,490801,477480,487928
Montmoreau,9910,14114,10751,9864,8077,8848
Montreuil-sur-Ille,193212,257240,247309,249303,242254,243526
Montrond-les-Bains,70602,119711,100717,105199,95908,105934
Montry - Condé,27850,50924,54662,58286,61455,64462
Morannes,19077,42135,49119,49926,47906,45928
Moret - Veneux-les-Sablons,785471,1436155,1504220,1580699,1626767,1669911
Moreuil,120466,153728,143660,137375,141593,146451
Morlaix,411383,607843,551004,580379,550739,543195
Morvillars,5663,5243,138,0,0,0
Mouchard,98864,105099,97303,121929,131187,139097
Mussidan,113146,193647,157079,166861,151118,153845
Mutzig,195671,254037,244130,258725,244897,239957
Nançois - Tronville,664,866,858,892,855,1434
Nancy,5160489,8098462,7582349,7891228,7633063,7918088
Nanterre Université,3437362,6286199,6151526,6084600,5890393,5665620
Nanteuil - Saâcy,369657,675245,692771,728946,730459,727008
Neau,2608,4470,5280,5048,3814,3924
Négrondes,1806,2425,1607,1898,2600,2202
Nemours - Saint-Pierre,824697,1507877,1532858,1565806,1563912,1561329
Neuilly - Porte Maillot,2566267,4692161,4984005,5342068,5600997,5844164
Neuilly-Saint-Front,270,861,2005,2191,2920,3696
Neuves-Maisons,13677,26275,20336,17214,16825,23481
Niolon,27090,34070,29873,31446,29452,34892
Nogent-l'Artaud - Charly,283466,490265,440909,421798,380751,376537
Nort-sur-Erdre,198720,347537,337854,335380,298998,265831
Notre-Dame de Briançon,3517,5366,4143,5160,5457,5632
Obermodern-Zutzendorf,141240,186710,195390,196648,196029,194131
Ogeu-les-Bains,6253,9014,7030,8225,7214,7582
Olonne-sur-Mer,6788,8921,8271,6516,4641,3266
Orchamps,47320,44978,46845,54095,53077,49207
Origny-en-Thiérache,8383,5564,7553,11276,14697,14695
Orry-la-Ville - Coye,1302429,2147579,1817029,1751171,1556760,1451908
Ostricourt,123204,171215,160372,166647,159284,159923
Oudon,58585,105807,109963,117191,108209,98238
Oullins,114348,164130,146425,165780,136158,129690
Pagny-le-Château,9037,9308,10308,11080,9126,8135
Pantin,4377192,8005187,8231485,8472409,8551965,8605431
Paris Austerlitz,11806493,21682820,21821140,23212805,23073881,23300254
Paris Saint-Lazare,59151798,107340421,108075780,109956754,108771941,107165727
Parthenay,6148,24252,31913,39519,40421,43508
Pas des Lanciers,71280,119491,111945,135334,132879,161199
Peille,8434,15368,9778,11081,10098,8002
Peillon Sainte-Thècle,6534,11103,8759,9552,7515,6977
Pérenchies,45576,72519,71974,94338,99739,103683
Perpignan,1050546,1390185,1370425,1629171,1562086,1758375
Petit Vaux,208995,382123,381720,384398,378563,371331
Peyrehorade,12908,19160,15140,18223,17959,20360
Pierre-Buffière,21915,20396,17974,18866,20189,14953
Pléchâtel,25107,33192,23326,16583,21978,24308
Plouaret Trégor,76436,120570,108058,126466,125498,134336
Plouvara - Plerneuf,455,237,12,594,910,1176
Pointe de Grave,1720,1599,1161,877,832,534
Pommevic,0,28,0,248,654,563
Pont d'Ardres,3152,5059,4449,4420,3133,2989
Pont du Garigliano - Hôpital Européen Georges Pompidou,1456644,2663328,2775337,2929009,3017162,3094718
Pont--Mousson,714474,1040302,983306,971710,937395,979424
Pontarlier,181980,180972,175873,187007,176395,176497
Pontcharra sur Bréda,485809,721566,645574,648974,604211,588088
Pont-du-Château,42416,46360,44687,49169,49051,50059
Pont-l'vêque,70343,112346,94065,114777,111152,113202
Pontrieux,3797,5501,5835,5388,3412,5943
Pont-sur-Yonne,72818,108606,84924,102634,103470,118693
Pornic,106737,148639,111603,103013,81644,40188
Pornichet,91939,140577,120557,124705,114971,104745
Porte de Clichy,2057835,3762544,3928691,4126841,4245846,4347686
Port-Vendres,16364,27707,21974,24506,23462,26408
Presles Courcelles,182853,334990,340453,338305,323731,308675
Provenchères-sur-Fave,424,454,2374,4339,4460,5463
Pruniers-en-Sologne,5040,5929,5893,6212,7031,6279
Puyoô,33039,43793,35064,42721,40671,44584
Quiberon,81868,116138,101288,102061,98968,100798
Quincieux,60983,73920,63708,61464,53980,50481
Raon-l'tape,84240,111001,104082,112507,110172,118162
Rassuen,1340,3035,2946,4220,3299,3614
Reichshoffen,138449,162837,154855,153808,152687,153302
Rémelfing,3118,4828,5651,8016,9448,9714
Rethel,226047,325947,290076,332092,330461,350544
Rives,231234,350318,320734,338855,319696,340527
Rivesaltes,63974,85145,72553,88885,82488,82009
Rixheim,126305,201126,188163,196831,201798,203282
Roanne,619152,939323,852143,1001053,950175,966343
Rochy-Condé,3031,4026,4373,4082,3196,2779
Romilly-sur-Seine,223817,327208,292078,295097,294493,306218
Ronchamp,36900,41658,30923,31536,31724,33001
Roppenheim,9793,12481,10372,12334,14099,15631
Rosières-aux-Salines,196168,207123,175444,164023,168320,154662
Rosult,45264,68125,63529,67731,61394,64914
Rothau,111464,152482,149967,155932,152538,152120
Roubaix,110804,221272,186867,162587,129704,110953
Rouessé-Vassé,1363,3248,2902,1925,2492,2716
Rouffach,156200,208277,194040,198871,185281,182304
Rouillé,8279,11199,7829,8552,8653,7773
Royan,158081,230667,182523,223983,225274,238199
Rozières-sur-Mouzon,6,11,9,49,76,27
Ruffec,53148,73937,70610,85212,89498,96835
Rully,29406,28812,24595,23776,23150,24306
Sain-Bel,145241,207646,176680,178141,160643,152307
Sains-du-Nord,34475,53761,53732,57580,59068,67083
Saint-Aignan - Noyers,81130,96602,84308,85083,82671,83040
Saint-Amand-Montrond - Orval,44514,57623,47585,56650,54625,59638
Saint-André-lez-Lille,10102,15321,14598,17021,16714,17216
Saint-Antoine-de-Breuilh,2807,3149,4979,7437,9590,13132
Saint-Astier,107474,140127,132628,155975,154801,157923
Saint-Aulaire,1828,1401,923,858,344,333
Saint-Aunès,2966,3044,2523,2753,3160,2971
Saint-Avre - La Chambre,49465,69710,67349,77317,70572,73613
Saint-Ay,9396,19804,19727,17741,19614,21231
Saint-Brice-sur-Vienne,613,248,303,473,168,149
Saint-Chamond,429784,695128,620745,679456,629237,673848
Saint-Clément - Laronxe,19686,27866,24874,25189,27597,33290
Saint-Denis-des-Murs,2656,3829,2356,1816,1779,2601
Saint-grève Saint-Robert,42409,72567,51709,58208,49892,54489
Sainte-Marguerite,1,63,16,11,8,0
Saint-Erme-Outre-et-Ramecourt,50364,64178,72014,86736,85490,80767
Saint-tienne Bellevue,65757,129338,112336,125617,121962,139963
Saint-tienne Le Clapier,29378,52487,44812,60756,55800,71280
Saint-Flour - Chaudes-Aigues,16395,20316,21879,23882,24011,31195
Saint-Genouph,155,708,352,1104,752,1025
Saint-Georges-d'Aurac,3143,5363,4070,6540,6637,7872
Saint-Geours-de-Maremne,6453,5511,7146,9751,9055,7126
Saint-Germain-au-Mont-d'Or,269883,408397,350384,376630,359983,356255
Saint-Germain-les-Belles,9856,12422,13497,13004,13592,14775
Saint-Hilaire-de-Chaléons,14462,22733,20289,19155,13337,8326
Saint-Hilaire-sur-Helpe,44,729,465,205,50,355
Saint-Jacques-de-la-Lande,3741,7747,5255,7918,9182,12966
Saint-Jean-de-Losne,44316,53468,49342,50434,45894,47875
Saint-Jory,155002,154657,134991,155313,148816,158410
Saint-Julien - Clénay,34658,29002,28038,28595,28223,29962
Saint-Léonard-de-Noblat,23970,36509,37179,43087,44698,44277
Saint-Louis,872620,1371971,1213711,1196624,1122561,1116797
Saint-Mammès,200892,367310,359224,353693,340771,327578
Saint-Martin d'tampes,326933,597764,606163,618898,618353,615262
Saint-Michel - Valloire,75613,99274,89374,96268,87808,88775
Saint-Michel Notre-Dame,15072376,27558327,29157305,30766769,31920430,32959046
Saint-Paterne-Racan,12765,14497,15918,14218,13857,15542
Saint-Paul-de-Varax,63346,79363,81357,88962,77668,74491
Saint-Pierre-des-Corps,2121656,3710116,3457033,3697167,3553503,3557596
Saint-Pierre-la-Cour,23633,55467,63282,61035,53593,48323
Saint-Pierre-sur-Dives,34560,42027,37490,36578,32687,35797
Saint-Priest-Taurion,20763,18933,17765,23189,24955,27176
Saint-Rome-de-Cernon,943,1656,1755,2114,1974,2808
Saint-Sever,7,48,76,75,78,341
Saint-Sulpice - Auteuil,92438,131544,134502,149678,152116,142779
Saint-Sulpice (Tarn),428034,475920,386354,462238,433790,423116
Saint-Symphorien-de-Marmagne,456,292,65,97,240,49
Salses-le-Château,15374,17568,12473,14103,11846,12810
Santenay les Bains,5101,6398,5026,5985,6457,8292
Sarrance,1021,1771,997,1262,717,61
Sarreguemines,321471,383857,386649,418901,412311,425128
Saulxures,1064,903,2215,2777,2830,3010
Saverne,944195,1266086,1203924,1204812,1186072,1210024
Senozan,6159,7769,7283,5546,4994,3983
Séon Saint-Henri,0,63,1475,1227,645,1104
Serdinya,151,142,38,80,48,117
Sermizelles - Vézelay,7458,12225,8118,9638,8413,9030
Serqueux,45212,78511,72971,77859,79612,82764
Sévérac-d'Aveyron,12150,16054,21689,26077,22313,20906
Sierck-les-Bains,1760,2189,1853,2232,3271,3998
Sillery,0,859,812,406,854,1471
Simiane-Collongue,86245,150213,149888,159409,153211,156374
Sin-le-Noble,27972,67533,60850,65263,59406,59507
Sisteron,21755,45132,50051,65174,59203,59324
Soissons,418188,604594,568101,627537,613671,645202
Souillac,82337,109126,96573,111933,109928,113808
Stains La Cerisaie T11,497666,909932,933122,473547,0,0
Steenwerck,35755,48554,40214,43893,47339,49252
Sucé-sur-Erdre,103295,195057,210510,215005,211592,188923
Tarbes,334030,428617,407099,512070,482700,516136
Tassin,217013,270869,264550,275060,260525,233574
Teillé,1817,3313,5928,5969,5753,4905
Terrasson-Lavilledieu,13380,28633,24483,26199,25951,26472
Teting-sur-Nied,1869,1608,1648,1846,1642,1778
Thaon-les-Vosges,206600,256138,217211,243687,241675,269935
Thenon,9160,14887,10981,10371,8756,6226
Thionville,1940743,2944821,2786603,2987868,2798556,2743320
Thonon-les-Bains,325977,454026,411424,503268,479575,487033
Thouars,16233,25252,35762,49652,50323,52019
Trégonneau - Squiffiec,559,813,703,828,1209,2018
Trouville - Deauville,493350,819956,666054,775823,734865,762553
Tulle,90608,134327,122979,152654,160793,180262
Tullins Fures,243773,398166,319591,349358,304961,301557
Us,67299,122476,124416,129068,129962,121370
Valdahon,154754,172111,150733,173004,151751,158883
Valdahon Camp Militaire,4850,6273,3377,4331,3147,3740
Valergues - Lansargues,8348,8308,6890,10230,11567,10254
Vandières,6261,8932,6514,6031,6315,7460
Vaucelles,347901,636093,640196,618343,614590,607360
Vaudagne,77,51,53,47,53,323
Vauxaillon,6962,8201,7794,7307,7258,6385
Vauzelles,1452,1150,1986,1406,1115,1921
Vayrac,56,7,37,10,31,400
Velars-sur-Ouche,2933,4698,4918,4195,4506,4737
Vendôme,79003,96700,64882,61995,61126,68399
Verneuil-sur-Avre,85692,125230,113559,116630,115725,108410
Versailles Château Rive Gauche,3837152,7015859,7520468,8009738,8367046,8748796
Vervins,40255,39575,45483,57553,59760,63320
Vesoul,161860,200673,245423,332084,329654,362663
Veuves - Monteaux,5049,2559,4976,7828,8330,8345
Vidauban,6576,12161,6847,6246,7931,9173
Vierzon Forges,1644,1940,1138,1533,1812,2816
Vieux-Thann Zone Industrielle,18540,24167,20228,20815,21017,25872
Villefranche-de-Lauragais,184399,226072,176308,222552,220875,219910
Villennes-sur-Seine,295749,541158,587565,639197,682829,726073
Villeperdue,28288,45646,38976,40080,37416,38631
Villers-Bretonneux,137411,168956,154204,153453,145276,143251
Villers-Saint-Paul,53101,74251,64875,72088,72176,76135
Villiers-le-Bel - Gonesse - Arnouville,6564341,12001779,12130982,12269112,12184681,12047909
Vis  Marles,8560,35853,34515,36865,37280,36675
Vitry-le-François,110464,198938,191242,232152,222209,242104
Viviers-du-Lac,6139,8953,5679,7661,9083,9348
Vivoin - Beaumont,24763,48894,49243,43335,39023,43879
Vosves,19979,36530,35838,35493,34729,34075
Voujeaucourt,10356,12042,10194,11013,8987,10910
Voutré,1295,5002,9010,9061,6888,6076
Wacquemoulin,1681,3380,3783,5399,6538,7124
Waligator Parc,4923,7365,6985,5583,3260,6588
Wambaix,2,4,78,116,50,0
Wesserling,30909,43828,39150,42020,41751,44627
Wimille - Wimereux,30981,57719,49319,49904,48853,52573
Ychoux,95922,142217,114265,106731,94468,96735
